userID,bookID,prediction
u95048695,b80407575
u96942233,b70126202
u71276497,b54759116
u88631687,b40751341
u80406777,b53383978
u22881815,b69571703
u59053196,b40009044
u07366108,b24010321
u53312949,b66345658
u85541362,b44473111
u28820742,b61417647
u22752944,b55944056
u85431061,b24279722
u32053623,b84076842
u09652251,b86686582
u91331390,b87855346
u36523692,b93099714
u41578777,b27601632
u94661786,b44242455
u43913670,b44455793
u99004974,b32733246
u58294604,b42129249
u55544521,b34300470
u34951624,b61198472
u72417684,b58325368
u15438538,b01490932
u86796052,b15583974
u05574411,b28002121
u68633800,b69915924
u85739155,b02444608
u94890697,b94880711
u15720716,b29420996
u42533088,b21115083
u70474242,b21847001
u34370083,b03524407
u45033856,b50945328
u71200757,b72267494
u87182636,b63115444
u72828446,b06186221
u76447004,b97047410
u86984056,b38865246
u29421450,b36733210
u45098676,b87224232
u94872812,b80617056
u42508578,b89615651
u67096217,b70948378
u87895236,b23314824
u05574411,b69188468
u17147354,b09172692
u08798956,b45608649
u48725307,b53048213
u24478827,b58045324
u40797347,b82171870
u15960079,b24986805
u85124350,b31649611
u16636560,b45047968
u18669798,b05025304
u34567345,b83123295
u39116272,b33892919
u71094814,b36149417
u90615705,b71686092
u41363183,b82543701
u15185201,b34939711
u73553735,b47091059
u08781990,b38653652
u70801600,b91761655
u52240101,b53393493
u52762891,b68063109
u43680655,b64970267
u76892428,b52324949
u49227927,b34674687
u56918508,b69203667
u65697874,b84234356
u15756900,b85719526
u49682781,b46094254
u21425312,b18117157
u72769543,b28525537
u90363733,b94300158
u07795558,b99916541
u94152054,b56173306
u02530126,b00159531
u12861057,b72089091
u05281261,b99430305
u00345612,b02280351
u40982174,b24370957
u40414850,b81393841
u85544209,b28419584
u07850377,b81328113
u39238515,b59839746
u10986492,b76949186
u22456900,b98815591
u75236863,b05436549
u68337998,b21778823
u37973144,b93734189
u11549266,b76504829
u49570336,b41191185
u92387082,b01740517
u15627728,b49466012
u62087790,b94868303
u17853805,b74828063
u47673852,b77335595
u51912084,b07335707
u84019274,b39890859
u79738567,b39549715
u57656938,b92856381
u63704047,b64909655
u87730312,b70387143
u54900775,b97082830
u09335586,b45086994
u09432798,b17025078
u59265827,b76228738
u40536240,b39356008
u78963934,b74240451
u95140400,b59959672
u32006329,b29773216
u85649072,b90791239
u79370680,b30260877
u33285903,b76919813
u28888396,b95759209
u43029545,b10912374
u12472441,b53960255
u61729174,b63587560
u29418701,b48575183
u97230961,b16775342
u24696323,b55539215
u77215657,b55008381
u62569277,b73491373
u33490985,b81343560
u00356256,b32487491
u38797678,b37809501
u65818503,b00938263
u49980020,b09625409
u09552910,b84514177
u80929788,b74996734
u02220336,b05775226
u83510406,b79343645
u93480311,b62342426
u46359830,b20605983
u52156913,b63573768
u10896105,b54142059
u51020349,b40244517
u29590457,b30785081
u62719163,b88402447
u67570028,b67260034
u84501905,b93448425
u50176295,b07853353
u03050053,b68032680
u27425677,b63962796
u10896105,b49792978
u23651620,b15682689
u89780448,b07477826
u77286427,b94930284
u67897998,b61753236
u89306896,b50306450
u44100194,b49620314
u09078653,b16321096
u34685934,b11764474
u52293465,b68501994
u52235009,b38653652
u92787778,b71483879
u63024860,b91599430
u36966752,b00081224
u86197572,b47371960
u62793639,b20919860
u00519067,b01497094
u52860012,b47710207
u42342845,b08212082
u90954196,b84312858
u13708691,b26558397
u13354995,b11195772
u67921517,b07339336
u47474109,b90124947
u42066989,b69041008
u33941511,b15629612
u26959881,b89512407
u35928982,b52500372
u30282559,b41829467
u21617492,b91319774
u79160252,b58456266
u18648459,b92969823
u31694571,b40860202
u54585951,b91270938
u91072014,b18281034
u50527796,b23712289
u02456431,b12748619
u23275448,b81432820
u19043033,b36230688
u32620657,b84162888
u03281474,b24590031
u65813999,b93723508
u80086431,b89163374
u00335822,b05020883
u33911545,b51589152
u49570336,b24010321
u10956644,b98713001
u52711260,b31924485
u75279969,b93861326
u29431179,b49634533
u62964448,b15128419
u57847544,b44455793
u20554900,b59334959
u67539283,b12479506
u03959578,b98382278
u71990088,b13904002
u65987849,b85402852
u32053623,b36890981
u08474309,b36264790
u30974529,b74041411
u48115415,b37901755
u77861862,b49765034
u69318030,b92136590
u44070192,b50986944
u51661452,b39364863
u79903602,b51494430
u52498846,b01678617
u58702784,b36733210
u33648835,b04631892
u99939899,b21086057
u25821883,b51173598
u01195146,b50390352
u45241080,b52690052
u57433452,b29130860
u66576740,b49407455
u16754054,b58456266
u52033809,b41954980
u90837212,b11397388
u55934857,b93448425
u77813973,b07045167
u87836864,b01678617
u12687444,b16411467
u71727996,b84234356
u04376408,b46907796
u69926871,b43618130
u77695356,b65347868
u91400787,b70789958
u20702874,b38796456
u84577348,b92596018
u53583284,b00366117
u05393125,b95208479
u63537740,b69663712
u12663493,b91045742
u14761936,b46074550
u29956585,b51752826
u44482142,b53393493
u20967263,b44826207
u56527730,b33892919
u15762119,b94342827
u63460392,b80205398
u64626902,b24761137
u60879664,b31119861
u84131588,b88525511
u49171760,b32165272
u43698381,b62622834
u45587376,b90680576
u76914526,b71226197
u22234654,b35278094
u26590733,b63573768
u80403584,b25518900
u63458025,b50729747
u36133598,b49528625
u41193834,b82193136
u72279250,b08919634
u32039507,b39644348
u87854652,b72657544
u16903532,b00592063
u87366262,b73784475
u68479222,b28906332
u44070192,b96498012
u06687013,b01373140
u52293379,b55267867
u95716467,b05878569
u82664127,b16048937
u70148748,b95660464
u12806111,b74996734
u64619438,b53035793
u58913639,b26793811
u15991375,b06023117
u95915076,b17526792
u77445565,b63377816
u25910886,b66604760
u71443643,b95759209
u23283704,b33436398
u28632804,b10084799
u55482263,b50270143
u03374465,b95016152
u86862448,b36569972
u96232349,b47439565
u99201492,b84966764
u00186540,b08637349
u59159873,b78797072
u48368619,b16013673
u62171089,b07386641
u98025438,b71035471
u84019274,b48870940
u43834241,b34670576
u49697852,b21161299
u16269609,b71270421
u91266417,b59518853
u44070192,b13856177
u30996518,b64875608
u87583897,b07513594
u23971369,b83290837
u70756524,b98747374
u33285903,b76413650
u09423214,b95314169
u69818198,b32735930
u25586728,b23453353
u51655954,b22305712
u06327359,b73004127
u35097022,b00922666
u30470882,b18574336
u40821266,b89753615
u55469272,b10031116
u18452995,b82171870
u55934857,b96128889
u98417687,b05184403
u13895836,b32618888
u85339212,b92546684
u94151134,b42843547
u67993657,b23475455
u23466256,b42231426
u88253158,b25255252
u38067774,b54955883
u75348755,b10684109
u29231637,b54703448
u47474109,b25756257
u46714876,b96241582
u34874736,b38310663
u67897998,b35786131
u25162901,b21575434
u84914631,b70000668
u56138644,b47055084
u56265970,b53295336
u36739145,b16142257
u31790118,b03341787
u14786270,b62445625
u82823772,b89112518
u63170106,b23720105
u75834145,b55962427
u01879644,b01214418
u24392503,b46916876
u21632875,b62445625
u20711301,b38459441
u98439681,b09734064
u31785991,b38747097
u63177352,b71435871
u26496960,b62883935
u38719303,b47151030
u67937459,b95343045
u65086454,b75408330
u23356827,b98328471
u88133662,b28467705
u17046297,b07582514
u63175526,b06573567
u95961748,b56340233
u92792009,b12662265
u45501504,b77758351
u26955928,b32165272
u66270745,b10955523
u86637395,b82114463
u79695557,b82528969
u53523796,b23993000
u46549917,b56583724
u84903656,b33266959
u42026778,b25350833
u10643901,b30226894
u75844156,b60045017
u75046117,b36650249
u26567619,b97012364
u50395737,b46594220
u45090460,b44600192
u91479397,b15864140
u71308785,b47790806
u20251919,b68063109
u72957851,b57810416
u12276759,b77335595
u03485812,b35262586
u77779089,b48931817
u07920277,b00509764
u71050016,b88031571
u97722932,b57810416
u55429255,b39473828
u18976293,b70126202
u39452263,b76504829
u75885924,b98483501
u02777331,b64422042
u59730176,b55341336
u14457505,b12155134
u88245918,b27375555
u05666271,b88647537
u74141545,b78124419
u68181268,b80742928
u75781203,b87614146
u91629820,b97300327
u91441534,b44174605
u38795910,b92663525
u71339390,b08584029
u77710959,b63971677
u39495389,b51771477
u70771743,b24980255
u86677655,b91429395
u90598718,b96225119
u29856025,b76207735
u19858642,b47367938
u57975894,b23350224
u48585234,b87253935
u66402999,b12446627
u29242437,b50826263
u47474109,b18714723
u14090778,b11187827
u67833789,b13856177
u13068218,b39530442
u33260478,b15526797
u78895750,b70903362
u80209018,b51080606
u64765833,b83393074
u63074249,b37975820
u75277563,b53589997
u70413180,b95534698
u28066748,b68705119
u50028317,b94105025
u55822980,b58548280
u24464008,b97468152
u33520063,b71725937
u61988500,b49528341
u20978205,b13526910
u67834721,b41910440
u16089977,b63214565
u20221985,b70333193
u02212930,b73972223
u80339840,b05296305
u41592492,b98418486
u94204936,b45280501
u63024860,b08449516
u35388257,b81085968
u58715931,b88525511
u57448411,b44662337
u11659011,b23082879
u25168544,b81254770
u32756009,b30866344
u46338407,b13856177
u77049165,b25123124
u13029414,b62888129
u60380676,b71882828
u98403949,b00611104
u37621514,b58853651
u31758258,b17512492
u94189384,b38198191
u17068068,b86252145
u76140387,b47366211
u55178415,b24044994
u21367298,b99741926
u45391460,b62970261
u24854911,b96659711
u81655549,b42774259
u98626894,b71406963
u70330329,b96804070
u48473921,b14098526
u05201952,b93777449
u63610035,b32741216
u23810154,b30089541
u35233337,b26472011
u29406788,b53870324
u62805753,b42348418
u70236258,b20919860
u72913488,b11683637
u23645750,b77297808
u18358497,b94666688
u84687057,b00159531
u03743344,b61315277
u37705365,b64419380
u86700200,b41736554
u75815906,b25890735
u34741471,b44252165
u26029878,b56583724
u34017100,b27225696
u29335387,b11195772
u42070881,b61778533
u59093476,b41768879
u04360619,b43776667
u94045140,b40168238
u28141555,b62384010
u45004102,b97103032
u32375345,b20605983
u52100826,b36978298
u59623436,b44553593
u38792332,b07102789
u30555711,b24591104
u98417687,b58189059
u33941511,b84090080
u64022828,b79150845
u20960851,b55341336
u32807770,b65150632
u08203626,b83600589
u54563466,b66527182
u27347967,b44553593
u05799735,b27899679
u30831221,b54625646
u67014040,b34863275
u85731591,b68367444
u73263756,b21490203
u63127741,b13856177
u41882907,b14059153
u82823772,b14234543
u61978213,b93957679
u51527693,b29882217
u27070553,b71793104
u89714947,b42100180
u70541337,b69655340
u50712684,b01481210
u96345664,b46489774
u95588837,b62268159
u12364244,b90249613
u60849048,b69041008
u15143956,b72022418
u59093476,b93516484
u06500430,b02741778
u01614486,b01233097
u80490456,b75532352
u01048491,b55741476
u18452995,b70322971
u42489802,b88464750
u77472906,b55084308
u49481775,b67443195
u08665964,b58438761
u08305437,b92469721
u40954897,b41798062
u90251889,b80022444
u51845227,b56175514
u25107456,b15978275
u17652616,b59447338
u91598133,b96804158
u00322695,b64130684
u01964072,b91499504
u17954866,b70322971
u88819833,b73995337
u69773096,b09016636
u28771505,b64466029
u25859365,b18964812
u97934010,b94127010
u54900775,b06547200
u29095523,b80407575
u62614234,b21675182
u86687704,b61753236
u64920308,b87477874
u89716178,b35786131
u91528576,b89920521
u16732033,b76382031
u60879664,b87065906
u47893517,b80407575
u79879719,b00109127
u82664127,b34429616
u88260128,b87154792
u25113454,b38458067
u13345543,b33997929
u58123480,b49250112
u71627807,b80129739
u65984002,b72657544
u28703298,b18770516
u24882333,b36662051
u15966925,b74391330
u00616581,b02234562
u83876994,b31995853
u75770198,b15936929
u45013633,b99699446
u59347513,b29891945
u37015102,b86803920
u62339180,b31375857
u64053127,b54038921
u05541844,b20661910
u84326991,b99536370
u04665423,b63573768
u60428170,b71435871
u61188414,b68943079
u82197243,b68426959
u84129358,b59814755
u81328196,b18864709
u81884140,b33892919
u53699479,b16068282
u57973641,b45843291
u78255041,b84276947
u75450384,b96128889
u36278493,b69310324
u05310392,b84927795
u09315500,b17512492
u44295635,b83059868
u25472101,b36824081
u47750295,b73314737
u39044030,b45430412
u52760220,b10676149
u84170716,b67533793
u09009406,b67243033
u87117091,b12813967
u90766927,b48625229
u33356805,b43659536
u48830898,b71570283
u79541109,b46914992
u64132765,b61778533
u71113895,b41954980
u00157263,b78747177
u25314611,b92445068
u07999837,b23941680
u53711560,b36835911
u68651449,b38263564
u95202237,b48479471
u64382866,b23785949
u03040721,b53290659
u15173452,b21955595
u41378573,b43457998
u45901985,b13553976
u72153943,b71003441
u30660791,b03963892
u91598133,b74478243
u26819263,b64970267
u93969156,b07255702
u96624150,b61901959
u06990427,b74135740
u32956568,b08360828
u21121284,b57902533
u21631828,b81789267
u35572404,b51416416
u14417564,b36847197
u46532184,b22133932
u05265776,b03935298
u48583051,b50079803
u00519067,b54508300
u80553748,b46118280
u43866736,b76004258
u88885895,b60243940
u87863615,b85936197
u88641541,b91442591
u53567128,b28404351
u12880534,b52448841
u42671280,b93516484
u96984714,b75139453
u66222203,b77329685
u06587067,b22925633
u53175946,b91217345
u93217855,b68890519
u46663432,b96804070
u54414523,b65418363
u52461327,b76798612
u41208703,b29045190
u04676562,b56222424
u80140139,b20605983
u18227526,b51116171
u41638030,b07203379
u51241508,b21161299
u85339443,b46594220
u87602621,b79656177
u28033985,b12932469
u84201084,b25394726
u75460164,b06382018
u93522439,b32735930
u87068776,b46518665
u09847058,b07273597
u91266417,b64373133
u28907767,b23399053
u09471006,b48619479
u99702022,b87364450
u27385773,b32325384
u63341985,b90772029
u29649063,b32845425
u59767578,b26793811
u53319163,b24275840
u85339212,b15522182
u71527662,b33952671
u13845155,b89088022
u52678632,b07314119
u83618621,b26936122
u38067774,b59321156
u91928668,b45271117
u21690992,b21230747
u08887014,b03144433
u91327967,b62766031
u94820968,b65120655
u93828119,b35902192
u08872297,b24044994
u86255976,b05288241
u39295401,b54093476
u24280763,b26420301
u77994949,b01444899
u78977734,b45151106
u73367070,b66651817
u97255624,b10001514
u70672368,b70730831
u76509150,b46021925
u53188951,b47773519
u25821883,b04031641
u70980308,b97945541
u42052004,b44753760
u77713980,b25235151
u89426875,b15701122
u04319820,b34602192
u33865231,b54092472
u59587399,b65500342
u28549719,b84751960
u26210358,b03188729
u66993392,b69777004
u46800510,b87253935
u86106233,b89125875
u10986069,b31649611
u29381890,b91370685
u49663579,b99427179
u94987145,b54190033
u51863294,b85504941
u11003645,b64085304
u34874736,b01088063
u89020043,b49466012
u41007534,b12756947
u02555075,b66358248
u11469313,b75408330
u86764899,b17107174
u32154901,b49742999
u16319528,b92264638
u51690637,b33892919
u31845678,b34939711
u08033348,b94127010
u62694149,b43993338
u88874501,b57810416
u87638961,b65987811
u43447750,b38663263
u40232153,b43506026
u58242872,b22675743
u00953263,b22347248
u28033985,b42417554
u76644785,b79710676
u20951803,b62035358
u48928232,b10459587
u85898081,b17025078
u44466026,b31208511
u11006584,b34032936
u25314611,b57396106
u01920718,b52635939
u19943584,b88818591
u62171089,b10236366
u33747726,b10585734
u35755106,b06976199
u41361966,b41357381
u66823666,b27008357
u85284990,b17593036
u41911381,b82677507
u32834091,b16144268
u43222583,b87896208
u63652625,b86467782
u26540458,b26622847
u49758218,b97973291
u68674702,b70703021
u06978204,b36586988
u92885444,b10669969
u67089626,b52355478
u25821883,b78004845
u92543369,b05184403
u06237756,b53441791
u13957956,b20241102
u26596306,b34231141
u27911252,b82399374
u81211081,b51211207
u53174511,b76643459
u25736098,b94756702
u72749998,b95378201
u62772324,b08229458
u40391698,b06278357
u49838121,b79506035
u55092064,b87999388
u44131951,b54625646
u39475127,b19081621
u61659695,b91954489
u35396950,b22396394
u81524162,b61676469
u10552907,b18117157
u08842641,b50051268
u59453597,b66972066
u89352725,b89732989
u01529713,b94142630
u78640453,b02937995
u66410969,b24951454
u89293278,b61346260
u02967518,b24279722
u70200073,b62434325
u97972211,b65810498
u75996100,b55262566
u09436226,b68476558
u11659011,b58936617
u76700679,b04851521
u78369753,b16946753
u72039134,b80224125
u52033809,b70126202
u84770031,b27435998
u15675568,b76066415
u19670694,b03280871
u33508578,b11195772
u01529713,b77401946
u07252527,b88860086
u74070628,b76919813
u26708971,b80463730
u48524902,b55037047
u05416844,b27310792
u36623885,b90005096
u17954866,b30965021
u11863602,b44887758
u04130514,b03627729
u89011842,b38276064
u98525764,b88647537
u60960369,b91224802
u06584842,b46056616
u76609629,b89780411
u33865231,b39792890
u28414985,b93516484
u60569167,b74079024
u69839229,b15786264
u71518472,b16816170
u00150046,b69503631
u30660791,b02675213
u21877144,b18964812
u56274502,b08888303
u72418555,b39528856
u30276660,b07269332
u07683026,b18864709
u19065842,b49526772
u86300838,b94866564
u11069268,b44455793
u77669172,b12885486
u48882507,b01481210
u08323992,b49621758
u04082725,b20019913
u09789275,b56787567
u68651449,b68038804
u19822267,b16497928
u33601595,b67565714
u71228469,b32501528
u07631931,b62288804
u60956142,b83873240
u26606051,b82373488
u41517139,b51519047
u60705101,b93679204
u99050465,b42987776
u53662403,b17593036
u79275999,b65435417
u42741334,b36788470
u58614394,b89450765
u98148124,b25350833
u44631052,b29655227
u73857742,b72801174
u93883296,b03873014
u29360552,b09339603
u51048015,b71740503
u03098715,b11876850
u67387350,b89163374
u86227304,b20245077
u89045031,b89112518
u65770167,b02568600
u69409317,b59639781
u28582150,b87714567
u02322662,b70000668
u88720355,b60499795
u16428510,b54269799
u70405511,b54625646
u22985020,b62181041
u91331390,b76005108
u50094854,b33968198
u12684059,b21086057
u27609293,b86947681
u72628334,b27008357
u95315824,b17512492
u18319879,b94908556
u25406515,b86370143
u06117166,b67757186
u94849208,b10577741
u22239991,b49502833
u45978077,b98749710
u21407059,b46118280
u74206965,b05385891
u62873482,b59900245
u86515545,b98629640
u44811462,b06077214
u66122170,b82757408
u94967514,b05878569
u71206762,b70387143
u71731816,b91761655
u41435793,b68894342
u70562202,b30918105
u95905629,b54625646
u96788341,b20661910
u60248309,b88074029
u19585744,b60892598
u84054731,b62939974
u33603832,b90319078
u96205281,b91684335
u01141555,b70827503
u66676088,b21249848
u74374306,b70693467
u33977432,b88280673
u09789275,b34412984
u73972821,b15819504
u21371477,b71942145
u10006963,b55940643
u61639078,b04584075
u60182974,b32757041
u72058005,b28404351
u89521955,b75771254
u12490611,b46840327
u23021034,b01171371
u34793939,b34300470
u01866111,b89299885
u11092461,b32038331
u24174052,b40385213
u84821643,b48250054
u13873582,b91328903
u73308636,b29795443
u46530616,b25350833
u52755510,b00583374
u32629764,b26292227
u28452431,b64549800
u75403603,b46702894
u14324644,b31924190
u90780021,b12662265
u19065118,b30702664
u80363910,b95580576
u60905650,b26593480
u63058317,b43187146
u81602797,b77258102
u49889983,b51752826
u50368817,b41364818
u41817625,b40361364
u66628041,b85200788
u50798559,b38747097
u61583461,b49401369
u15039408,b06223393
u80529630,b51930653
u60837783,b42100180
u47005969,b23085965
u83827294,b09375075
u09792898,b55294529
u27094337,b49634533
u45119964,b79953312
u40599606,b17512492
u97562795,b70781311
u98206088,b70111582
u78863040,b47013895
u89546141,b99570416
u08077100,b24279722
u55267381,b74306227
u05501134,b12479539
u28736705,b16452573
u11601928,b91270938
u26373901,b30367837
u56294345,b58757891
u33356805,b13339785
u02447385,b97539358
u61343001,b10585734
u99152473,b65671719
u52693498,b97813490
u38162892,b92602460
u62240110,b92836080
u61411767,b93074227
u22643480,b36376383
u22141552,b84226882
u37577857,b99200561
u94349952,b86615190
u54746336,b04451439
u07252527,b96152241
u06700000,b36919492
u08619176,b12412746
u03912989,b83981633
u82418430,b24761137
u89060866,b68647752
u76078894,b07730331
u31197956,b00833173
u29914189,b80567400
u61078224,b43536777
u97986930,b00278068
u34067459,b81359731
u98769977,b00724323
u57376044,b33968198
u32052426,b44753760
u96092010,b51609753
u37652158,b15522182
u57080716,b77338385
u52779139,b49740883
u77448169,b52785142
u72995853,b71466677
u79555316,b11754484
u78846965,b91910733
u60090116,b86876173
u78242390,b26742241
u21466629,b73999482
u12915534,b95483876
u16112322,b13427551
u37979218,b95931521
u31557661,b05896252
u93062560,b24800702
u79191465,b75709175
u44461868,b05184403
u79234955,b02558366
u62239735,b58549702
u34795864,b68406603
u57559247,b42541549
u52803472,b91045742
u21769887,b25756257
u59344824,b23399053
u37409181,b22347248
u32208208,b41508682
u53194871,b06278357
u52439670,b81726249
u43760797,b20013672
u59984499,b64389547
u98364987,b70978579
u67387350,b44269041
u89011842,b23323548
u72275071,b92902961
u68759535,b51930653
u26029878,b10531916
u33601595,b89936567
u62068503,b16816170
u80213049,b38198191
u04492796,b12263396
u72039039,b10585734
u96205281,b44753760
u67947445,b06382655
u54754494,b40575100
u79789616,b90302046
u72000768,b99194917
u61335299,b25756257
u71471970,b81741213
u97092827,b86878822
u15639399,b95483876
u31213067,b07490126
u25204485,b32872107
u22944834,b82400779
u82403017,b60702211
u76892428,b13049384
u63015824,b57456504
u39228353,b57820216
u98286615,b41981416
u41908516,b06077214
u66115844,b56173306
u36974185,b36376759
u73258425,b93223972
u98626894,b70695258
u60979308,b49528341
u46913961,b58164560
u31073435,b58307633
u32956568,b15443970
u69489431,b38237090
u94189696,b34170097
u59980522,b80280525
u88953037,b07338879
u30498045,b81328113
u73979968,b22881848
u86597401,b21469637
u46205069,b05856210
u74285231,b51416416
u88671395,b58549702
u17745835,b87871977
u35334824,b01135741
u05572002,b21575434
u04380378,b02827809
u51559079,b24240028
u82897956,b57810416
u97985564,b24044994
u28478209,b83594308
u48619612,b56096640
u30765463,b25888026
u79868655,b29437225
u34486218,b19672359
u13920447,b01481210
u54520873,b27356401
u29393245,b70827503
u93468706,b95483876
u62841511,b24516651
u24212800,b22595411
u35041650,b14918765
u21130674,b26652224
u76399622,b48575183
u46392045,b24279154
u40080502,b91442591
u90319732,b25901205
u08928210,b09022405
u77678930,b24275840
u09423238,b00310513
u91289362,b67569095
u34141586,b87077605
u20977484,b84849866
u43031296,b54236725
u20031288,b51607178
u57517342,b99485216
u72713900,b66458332
u60960369,b45881194
u78307414,b40361364
u10174130,b75310867
u28325033,b52924309
u15625856,b46459760
u17642476,b71406963
u75318416,b71003441
u59382925,b59959672
u77092453,b41267249
u51122860,b68038362
u39716132,b26626373
u09474638,b76504829
u55726570,b66438136
u45290181,b71466677
u27840504,b01490932
u84225520,b57005875
u91683534,b66501345
u51863294,b38703825
u88485771,b74082516
u05636854,b60802485
u30479465,b99662916
u31977955,b69368881
u43879019,b10557897
u54457233,b38263564
u67683067,b75821430
u87405402,b29527302
u52454695,b26420301
u71586174,b92836080
u63654716,b68406603
u82001009,b15671593
u91289362,b17639093
u26326352,b90302046
u92482928,b71539352
u42649479,b49058521
u37085770,b59260724
u23696549,b87997877
u16754969,b17526792
u71498359,b87300768
u09992514,b72458949
u08748965,b43457998
u20639629,b01218585
u74196511,b83382811
u02466309,b00072468
u85541838,b53952620
u90998733,b69663712
u98328839,b23314824
u69689758,b80071887
u92786061,b65400701
u16915504,b54925701
u51318486,b22251874
u37120314,b68476558
u44444667,b50110909
u46206278,b76901819
u86104646,b45608649
u91528576,b57807140
u46296711,b57506070
u83710146,b83265016
u23104224,b66345658
u36974185,b72992095
u90168828,b07874570
u58921901,b12227799
u64003657,b58991873
u94570265,b53261984
u91065047,b32776399
u66823666,b07535960
u72324304,b94938223
u95733658,b12803653
u17891040,b61676469
u16618167,b00852710
u81608173,b30205554
u02635694,b09029895
u75928992,b13181326
u43052945,b24251768
u72740661,b63754598
u90717401,b98150825
u08033463,b23149721
u56597051,b11764474
u50326372,b32776399
u24514190,b55868517
u95271737,b50729747
u83797109,b16775342
u60429092,b44476257
u92581872,b29970241
u88245918,b91055550
u29671619,b68829414
u21907444,b04640860
u27305659,b93117350
u74070628,b16350759
u88535732,b62450941
u76066863,b39150626
u49414456,b83017811
u41161273,b56478169
u56564860,b05288241
u83742533,b40294179
u45649734,b09621700
u96044651,b87223781
u51760215,b51609753
u98487738,b66245402
u15386169,b15483408
u03179686,b38838652
u22293758,b67243033
u61208320,b99142405
u90341180,b71459140
u70745384,b62815615
u32045108,b40539983
u50527796,b91910733
u30898102,b05288241
u44790252,b02614173
u64131243,b73455509
u60879664,b32741216
u02929946,b91147847
u32395353,b87524249
u86597401,b00159531
u44547290,b57810416
u38097777,b23516810
u41798525,b47460571
u64838548,b51977051
u20302609,b54551242
u29323273,b63235259
u11457641,b58420390
u30765463,b71046577
u53511374,b65610579
u46657488,b05288241
u59703930,b61274071
u23138085,b34674687
u97104421,b76008891
u17611279,b89920521
u41022482,b17352258
u12906586,b92868075
u13032735,b61802686
u11706455,b54437564
u57779240,b24210669
u92299235,b00917230
u95140400,b93840478
u65911563,b50945328
u92210966,b23844414
u01102935,b68551415
u53374849,b84576609
u01673991,b85367971
u64382026,b65108775
u27030911,b68406603
u09846432,b52924309
u01195995,b53564533
u54520873,b07888199
u25395982,b21500939
u49319783,b87843774
u44435364,b03144433
u41015234,b01429035
u60952574,b93824760
u32167718,b78495999
u81795753,b06074060
u24007798,b02494348
u96098133,b92107130
u05127075,b48725061
u71719564,b19704648
u42249505,b90022936
u95047208,b96588779
u83034326,b55084308
u30401527,b83834507
u56726235,b21740079
u82858518,b93193207
u47084978,b73137861
u43060218,b82147010
u78713493,b34602192
u97496829,b77092473
u94400432,b33245119
u05799735,b17885469
u75548152,b51752826
u61729174,b33454247
u95271737,b26455589
u08043583,b76040449
u87540059,b13942612
u69678016,b91278300
u37693198,b31384862
u83047462,b08236266
u05650305,b55741476
u28965672,b08706450
u83309650,b21271059
u22524951,b26800286
u78439416,b35295917
u35219209,b82081815
u29610868,b34291715
u18980988,b67721825
u18846229,b98804814
u51048015,b38214374
u02360232,b20888101
u84501905,b38655925
u83777381,b75736015
u98903617,b38198191
u53826823,b28674184
u53077780,b41457813
u51319617,b12155134
u06131830,b02558366
u70236258,b54784365
u34421560,b34279927
u38591373,b20276202
u10694798,b92826580
u17138597,b32694596
u64382026,b91001968
u76443536,b69488815
u23352403,b75104752
u39304829,b10557897
u90876391,b85936197
u44012354,b68051855
u10471369,b74387053
u99155952,b24031109
u91244875,b43077175
u19288528,b76504829
u57779240,b68063109
u17068068,b68406603
u23740503,b84943323
u92515877,b15480437
u41161273,b09842567
u99201492,b35177098
u18862188,b97135081
u26728021,b41389872
u06824503,b97653153
u87073101,b80205398
u86869249,b65933493
u13337953,b56237863
u86707998,b68490117
u73857742,b58110392
u98918412,b87861347
u84991976,b90022936
u29094453,b44252165
u23590726,b02620430
u77061243,b02827809
u03541748,b95354714
u61397184,b16321096
u92029506,b70886093
u74931861,b69207425
u89683149,b61049708
u38176441,b44826207
u18284202,b52785142
u21682113,b89920521
u09376184,b16839006
u91493457,b55678824
u34333716,b60265420
u52787014,b62490010
u20751348,b52300694
u34826978,b53868383
u36796566,b91442591
u64591070,b55706926
u35537119,b42153012
u60333798,b44733988
u38208003,b83910891
u70384938,b28755023
u36016417,b36431820
u79699283,b51004387
u45732017,b70126202
u25262805,b60702211
u46671161,b08838697
u64628343,b72749048
u41010522,b31946553
u61696493,b87843774
u59699983,b53716075
u61941028,b16142257
u28535859,b29575923
u77998898,b26947765
u62930516,b63115566
u80139216,b52322466
u47287073,b55962427
u13273040,b29773216
u27746462,b12317812
u04778878,b87077605
u60681576,b06460625
u10219553,b63682046
u16442726,b37114775
u39598663,b22228858
u58489575,b18251692
u86795838,b79839788
u26259951,b59852433
u83621814,b15443970
u48098627,b95067473
u31903529,b57396106
u49708801,b28941374
u58075228,b17927673
u71721283,b05511147
u50596208,b56323129
u60838422,b64549800
u93914347,b89435196
u53194257,b21964631
u98046032,b03915428
u57239878,b51545513
u93672364,b57275660
u09080794,b62823805
u01529406,b24289853
u00584110,b16717329
u54754494,b73795412
u08432761,b84180341
u49738478,b20654761
u83365297,b62815615
u82185571,b81311662
u63954998,b32454415
u67126990,b98358916
u07107838,b91413788
u50400957,b14772163
u89580378,b74818694
u37824525,b60702211
u29678543,b75109264
u22296524,b58713277
u88985457,b21878310
u30974529,b85057528
u94704531,b70728902
u55334658,b26941943
u29497821,b90952640
u38897011,b33716678
u88058183,b91148045
u07953450,b66972066
u21427546,b80407575
