userID,bookID,prediction
u11538900,b07888199
u15066403,b67596432
u60741994,b81311662
u97043508,b03546135
u92740847,b49884486
u92250203,b21675182
u94484231,b03301845
u23094595,b75370376
u02941634,b29527302
u94569961,b80742104
u11216329,b61778533
u20917453,b57513073
u19186776,b87524249
u95836171,b28532200
u72729006,b17025078
u52508912,b50729747
u38523328,b21271059
u45658066,b41077741
u73633187,b92856381
u22691454,b66458332
u33111070,b63377816
u18999788,b51221823
u83804022,b18840875
u31611845,b11312993
u26393796,b54052350
u39245803,b49695798
u42218716,b55341336
u17429796,b35894807
u23094943,b88392234
u54875859,b89620765
u77994949,b23065739
u72749998,b71840549
u41272093,b15729891
u82973709,b16949698
u22996485,b72186649
u50883722,b29795443
u98930371,b43923033
u97488579,b53960626
u98964466,b08593026
u17683561,b51371347
u72445722,b05974968
u05644932,b85504941
u70914272,b64909655
u71124449,b86305885
u20977484,b97095234
u68391898,b91148045
u22489363,b26645495
u67044192,b06682421
u19060873,b21469637
u24160833,b60017740
u07601970,b07830078
u85235120,b16142257
u85670770,b95963013
u19394158,b72186649
u48155900,b67757186
u83119997,b48660225
u03831947,b79065199
u72909052,b27388131
u34019791,b38310663
u42992061,b76413650
u55967175,b88051189
u63346074,b00611104
u92211614,b73753781
u82296424,b70115101
u94049357,b91761655
u02701973,b36546189
u72846401,b12662265
u78132968,b22794043
u80007235,b78391921
u79660989,b17512492
u21761432,b85137774
u40797347,b90094624
u42606719,b05209726
u23924508,b34032936
u87854652,b93630378
u30148578,b55940643
u49150688,b28467705
u64899143,b03563512
u52778077,b02496364
u76033191,b27828453
u48648433,b86235079
u26256429,b11225717
u60741994,b71483879
u11043831,b13840585
u84129146,b07082551
u74281996,b07269332
u35421132,b46901249
u92737598,b87065906
u62925661,b00611104
u73759583,b13856177
u61294554,b59649550
u63073295,b49841552
u34714866,b35987723
u33566559,b48729675
u90329755,b86615190
u75736073,b64025738
u27865623,b28807456
u81383677,b43077175
u81623926,b91434170
u08876281,b44455793
u06497504,b84076842
u95534826,b08130013
u65011284,b33968321
u83500054,b88074029
u22553958,b89739164
u47204657,b26624392
u57209188,b42145183
u63935232,b50020691
u25175447,b16885775
u77009403,b34939711
u98988935,b52547958
u63493072,b35861091
u03595957,b27611497
u57725412,b70789958
u16223463,b08228719
u92232498,b59597806
u93064315,b78866947
u76633641,b00852710
u26923206,b25434942
u49707154,b77383399
u40110783,b47151030
u87359486,b14315985
u45901985,b36824081
u33111070,b78666309
u65377799,b00201604
u65764600,b29202698
u54570972,b05288241
u62041080,b85157321
u57337695,b34239085
u96384403,b89780411
u64444775,b01574240
u30090014,b52448841
u31287096,b11312993
u33747726,b75299058
u24853957,b69877239
u54951230,b84076842
u72329197,b31821168
u52780843,b47591890
u53583284,b06460625
u24945652,b49767989
u63013629,b48931817
u11585829,b80636869
u97238152,b89112518
u10298826,b26264633
u18051413,b84943323
u56743636,b33257343
u15705727,b89112518
u42169886,b51006317
u45232480,b64970267
u47086253,b22881848
u59199297,b28404351
u32500384,b14854557
u03991876,b14854932
u86691110,b44666390
u95193283,b64970267
u19048527,b96462870
u18104800,b70730831
u52670868,b76213119
u05570302,b51752826
u60104556,b87511296
u80558320,b18737520
u89287820,b40406089
u04524695,b02375514
u61091663,b37716668
u81046881,b34519901
u76745751,b90319078
u91150548,b87319685
u63264229,b47790806
u61404207,b65810498
u24217371,b87224232
u31989106,b01624394
u12036510,b04851521
u62617835,b04038658
u54218650,b89817650
u76443536,b99699446
u63032558,b70322971
u60656333,b68426959
u56583809,b49528341
u30589563,b36711291
u93438932,b77092473
u65086454,b47790806
u66847334,b67053356
u60513298,b93103885
u18249465,b42967371
u51005659,b43923033
u70065826,b24970833
u97142777,b54703448
u04804485,b31924485
u29082041,b17512492
u26003928,b75741432
u88811303,b20276202
u91493457,b42736501
u21670519,b63843209
u10811505,b48664100
u14894869,b49444668
u30941281,b10557897
u26460835,b52173674
u27188363,b24044994
u43877046,b23589525
u21193111,b06953846
u60411299,b08838697
u90633997,b94492946
u40754785,b54703448
u49436662,b73826999
u00531904,b71979629
u40604590,b65646388
u49865253,b00917230
u30461314,b85634699
u60956142,b05184403
u05963158,b70886093
u99520277,b87911676
u33273227,b67757186
u47761807,b77335595
u69476634,b35786131
u17327423,b23880729
u48830898,b71930604
u93898384,b28467705
u56157690,b68063109
u15956689,b00852710
u11931165,b92856381
u07703179,b38263564
u41965829,b28220009
u38720548,b67757186
u36489555,b18248037
u95979143,b43457998
u51123237,b54625646
u29385811,b01044726
u42290647,b55342474
u23521995,b72992195
u38520020,b91065766
u47884706,b91783289
u04438275,b09881661
u89185643,b67894256
u22260181,b63990455
u67112614,b05020883
u98334022,b40013458
u84224515,b48677499
u81858685,b70703021
u62162589,b93126256
u45624566,b33506410
u95635904,b49634533
u51894938,b39630061
u56878917,b49634533
u72038288,b23350224
u03035684,b14854932
u86207676,b05595429
u40006080,b39111260
u94360037,b99105288
u98928920,b95519692
u45098676,b58153631
u42989132,b57810416
u78185919,b08192005
u85091797,b21500939
u61173316,b71603737
u06720861,b76469367
u63811587,b65810498
u51753222,b15369492
u49452411,b36978298
u73719089,b25191513
u34672480,b22055067
u55220139,b11225717
u72000768,b71245647
u58526004,b29744144
u70708871,b61396519
u86020157,b64804466
u88562871,b61198472
u19310534,b65186311
u18331045,b00938263
u20829150,b02234562
u71662327,b09869958
u10471369,b01678617
u74472715,b48670437
u76961733,b96804158
u66165515,b64970267
u54229975,b52785935
u01420119,b51559041
u60871701,b26793811
u94634074,b59639897
u63383991,b37511157
u51318969,b45543948
u78992248,b91429395
u07576203,b33019746
u23179045,b16032301
u27946943,b11225717
u40242228,b59033466
u03831947,b02279077
u42394637,b11764474
u11216329,b93523667
u14580399,b31821168
u02701973,b81716747
u93215333,b42563767
u16225019,b74996734
u05658415,b38198191
u82704422,b63479184
u76559693,b51004387
u93103345,b00412997
u96413688,b87614146
u17007684,b35018560
u46895683,b73482125
u18807214,b03873014
u72275071,b33997929
u08497911,b20850958
u07641626,b15480437
u71864914,b08709281
u45947070,b79710676
u87840368,b60578932
u99618324,b87951010
u80872974,b47790806
u12854816,b35894807
u62098800,b58549702
u16918015,b25647570
u54034519,b82400779
u73406842,b65610579
u70923542,b41461222
u76380102,b31893168
u55956516,b76990415
u06481159,b53492648
u09572578,b22675743
u99027997,b86252145
u50149571,b66651817
u51318486,b21170421
u44212210,b59649550
u84718983,b02496364
u48091062,b31331358
u63152266,b83594308
u06121150,b78023652
u70578553,b76413650
u77224307,b38198191
u63158021,b11876850
u06808531,b51173598
u37215380,b10955523
u16620282,b49634533
u86632500,b56590143
u22488894,b14918899
u70682439,b48212554
u84430024,b81291589
u50828957,b23532609
u53647207,b89125875
u40555010,b20592381
u86605052,b52785935
u95068045,b38733746
u99459571,b35209209
u94811610,b49341680
u14339226,b68524016
u24653655,b75219233
u53088547,b83594308
u04733389,b26264633
u55638502,b98804814
u12086710,b00592063
u22746012,b93807784
u93298101,b43196049
u21104941,b96804158
u27858121,b63496238
u61642232,b70126202
u66322143,b39136187
u56068473,b28532200
u79903602,b15978275
u00201918,b85402852
u73092956,b56590143
u40055566,b14459619
u40844340,b32671716
u12759578,b20276202
u06018896,b09016636
u33273227,b65610579
u50559746,b50550215
u57964106,b06077214
u08559850,b24060050
u25402895,b16717329
u14148340,b76116518
u08409158,b73753781
u34712490,b66842439
u17392365,b03803155
u19939242,b27150146
u90988414,b68063109
u92917892,b48133948
u07284896,b06077214
u49319783,b68476558
u22337969,b21565647
u61516634,b16462682
u22770961,b85422910
u13484516,b29499754
u37492840,b77202409
u14336919,b58416096
u83435745,b07490126
u81596694,b44455793
u45613259,b26886561
u08170423,b15657520
u03999963,b08365948
u76525527,b71466677
u21727928,b09990540
u76923982,b25756257
u81325808,b59774884
u78657682,b00366117
u48201538,b83599837
u07158835,b23836615
u40329785,b09339603
u03008884,b82044572
u77494733,b89877062
u05853701,b35786131
u25983350,b17858813
u72308603,b69655340
u56697633,b14590389
u84467734,b98132437
u41359153,b49528341
u63619003,b68063109
u21550229,b49045502
u86637395,b88941641
u63212773,b97375311
u47626839,b56189101
u45392254,b52924309
u13090751,b56139465
u28380495,b78023652
u01964072,b04520299
u33774293,b58546243
u51851332,b18004867
u98939559,b44348436
u50523798,b32920131
u32632968,b49528341
u72505674,b83594308
u04823599,b11574926
u68509047,b10271282
u91224429,b80742104
u69744018,b43709953
u36986278,b32109454
u97872369,b65288170
u77012483,b12437675
u70687646,b05384491
u47938508,b35018560
u81529683,b35868121
u42059552,b02445755
u73553735,b07031913
u80796405,b85116341
u74697681,b85422910
u31611845,b01044726
u32079515,b53393493
u61038459,b66345658
u49578326,b34602192
u03290013,b57513073
u93375453,b26645495
u63452556,b99142405
u48725307,b01622320
u82557788,b66552367
u34043360,b87951010
u16803928,b68524016
u77980542,b51752826
u85373950,b74818694
u44351432,b21575434
u25253190,b53492648
u14134282,b11464868
u71251380,b29960617
u06994104,b09734064
u17743068,b59998986
u82472933,b09881661
u62588505,b07023126
u46276457,b47790806
u77975257,b97375311
u49147215,b82528969
u19848283,b57887702
u20702910,b41798062
u68062317,b85936197
u08767243,b84076842
u99853439,b26624392
u88328495,b17836245
u60688678,b53437553
u23113759,b50729747
u37697289,b28401228
u88936546,b47202435
u98937535,b96241582
u21764366,b49634533
u44967170,b46118280
u70272478,b08838697
u56696965,b91442591
u54022135,b34027661
u90279996,b07319418
u96919096,b06682421
u57074379,b67017481
u87776054,b38237090
u65584491,b78858897
u43624159,b82266202
u91363586,b76595315
u31595491,b76004258
u93672364,b44826207
u62726777,b95483876
u58287981,b36899220
u88134425,b92264638
u95997478,b57810416
u32054208,b43457998
u33833883,b70126202
u54255791,b72381855
u62786174,b35123673
u41817625,b17593036
u49044366,b09138209
u25715691,b99725777
u04935909,b00922666
u79840663,b97564684
u51673055,b18553009
u46593960,b57396106
u21294430,b61678015
u66907084,b78004845
u85649072,b95989324
u02300625,b72857500
u43893536,b70322971
u05991290,b46789729
u00214046,b08709281
u74287656,b05209726
u86805896,b06223393
u20221985,b89147740
u11387857,b57810416
u88915084,b94930284
u54110301,b87855346
u75501127,b63925189
u99123483,b07635522
u85351790,b69011389
u77497024,b33997929
u51333536,b54625646
u72436410,b19850286
u86701807,b89920521
u84154190,b23065739
u49227927,b59260724
u42261472,b69640617
u59126267,b73137861
u22270921,b77538318
u42070881,b70730831
u22488894,b48729675
u06500430,b83599837
u22270921,b78511257
u54045359,b26947765
u54096134,b55736214
u17620803,b01292712
u26173075,b80487985
u42350947,b70827503
u22488894,b28178141
u56563721,b82677507
u16615236,b44553593
u88078823,b62445625
u34417339,b90571436
u13404203,b76116518
u11377378,b38198191
u95345202,b31821168
u70065826,b62215741
u68853506,b13569585
u46112323,b95519692
u46549059,b27008357
u26910715,b23880729
u82284377,b98483501
u08042749,b53393493
u64624839,b09415546
u66747560,b74779633
u76529083,b31179206
u32868866,b23740750
u54014798,b03915428
u30078727,b51080606
u31031152,b43077175
u05418534,b80540016
u03448847,b44348436
u48887289,b04851521
u35567620,b05184403
u54480433,b61198472
u79433820,b47091059
u99026203,b27008357
u48826680,b29004249
u81238313,b38214374
u87767120,b24044994
u26802583,b17797540
u35919465,b34027661
u42019109,b33257343
u70326688,b21964631
u11604074,b84584185
u94823419,b91045742
u11352504,b74996734
u74691979,b59839746
u32413144,b05184403
u13074673,b16621369
u62339160,b39373267
u70482549,b92186351
u33918328,b85200788
u91493457,b51595110
u12085582,b50945328
u56642464,b17834374
u23696549,b24044994
u91379052,b41085414
u67788910,b51621222
u73691567,b25189431
u88081511,b12295380
u73706327,b83594308
u50557419,b11110766
u71274855,b91270938
u79335242,b35404039
u65701010,b63692833
u02144595,b28467705
u07297122,b61791519
u13272008,b99725777
u82615095,b98804814
u94279257,b49867762
u86944068,b51825757
u67905716,b77751188
u44028085,b83594308
u49819375,b44826207
u97499229,b61544243
u50329898,b03755996
u83884989,b84234356
u36868312,b16321096
u19377828,b75947496
u71567474,b42409019
u88077807,b15264361
u10459204,b91148045
u05383854,b76531302
u75025358,b21325028
u28458491,b59259007
u18078069,b58070754
u48035201,b49502833
u17653581,b51752826
u29791447,b43077175
u10256854,b66358248
u80976672,b32632023
u59963793,b55341336
u70687646,b21799914
u78987868,b62780908
u58622695,b00611104
u75974692,b03873014
u23432108,b84966764
u11878367,b50306450
u15747377,b79421252
u30941281,b91278300
u53102343,b91370685
u84392386,b57810416
u25395982,b93840478
u34217928,b17593036
u03389557,b63346690
u49715931,b92469721
u48416556,b68856469
u27598419,b71707556
u77360856,b95483876
u62273493,b15786264
u67086590,b68894342
u61725332,b63257303
u13602471,b19644551
u99137612,b23085965
u40036425,b62445625
u21267485,b67757186
u77887148,b75947496
u68246998,b25756257
u96899637,b89340710
u46115637,b35786131
u64802504,b71795419
u23048128,b74300674
u92792852,b62766031
u60202683,b63692833
u31892737,b95534698
u87406945,b16017170
u46372902,b49341680
u55827912,b08838697
u74188250,b82399374
u82242186,b73275777
u35480037,b00412997
u69324155,b67467715
u29633666,b11225717
u37462495,b60152491
u34884665,b59662008
u38003614,b06636339
u51104159,b79582149
u91874234,b10877513
u56965962,b95384662
u05885512,b24871961
u97079659,b87474481
u82580270,b10585734
u60667629,b92856381
u29765143,b92136590
u39400000,b50111761
u52394662,b70126202
u67239667,b03445791
u68953699,b25756257
u52483106,b33892919
u20754736,b82180436
u62010362,b54625646
u90558306,b64113462
u12276759,b55254324
u71595732,b13540261
u29399628,b82756748
u68567154,b22675743
u86227304,b68524016
u97605276,b97945541
u21381423,b59438287
u60344342,b55341336
u73268858,b23823141
u55220139,b24279722
u36262605,b66635180
u65120511,b69655340
u79364623,b06328836
u43583819,b64549800
u55672533,b80332084
u67809022,b58549702
u67829764,b23603875
u51431119,b39549715
u23841362,b75372907
u97569021,b58393048
u30508205,b31818443
u52672665,b65888554
u73808609,b33454247
u04593996,b35786131
u29842147,b81432820
u51556807,b35786131
u24019510,b89851681
u42508578,b25901205
u74087498,b17858813
u83068173,b09170734
u18555028,b82139683
u02372196,b54625646
u36477615,b08897115
u13325082,b51459243
u71616763,b54625646
u75851863,b97797844
u97068952,b64970267
u62689926,b05133718
u61690954,b74287260
u30150703,b87855346
u14443522,b63496238
u35654499,b43809278
u37283995,b41346569
u93767577,b10844613
u26222418,b10585734
u99889822,b29575923
u78902412,b66345658
u95628725,b59260724
u70703384,b07990411
u51080355,b09625409
u13104823,b17311407
u94948739,b51523352
u07362844,b02279077
u91356482,b88280673
u20054354,b01135741
u09487453,b90729181
u81702498,b53393493
u87002922,b79435464
u77520950,b46148034
u37409845,b18281034
u39461316,b29795443
u48489574,b53393493
u71630277,b20245077
u92395517,b06569704
u20074199,b47698636
u49778958,b41389872
u77543316,b68892109
u68141342,b22106700
u63693166,b85269870
u73173074,b56416268
u19043033,b01044726
u79945117,b89088022
u87638961,b03637188
u03057176,b57646752
u33653850,b74148821
u52600684,b17836245
u93693692,b83594308
u49414456,b26936122
u09524746,b31208511
u54951230,b54950309
u97049749,b00852710
u12769111,b70322971
u33473385,b47790806
u55685440,b25416849
u66898603,b91045742
u80806598,b00852710
u55706039,b14456610
u23165580,b70126202
u67479126,b88525511
u40113273,b98132437
u77160399,b06608809
u66102698,b33968198
u64984525,b32618030
u97255624,b28589919
u18621043,b50151753
u76594040,b06573812
u44894447,b16262063
u00242313,b84882132
u91617863,b08599285
u19704690,b29381570
u82603408,b89920521
u92375260,b78510086
u54641757,b15263391
u23560839,b69410093
u10607860,b95483876
u74912536,b75299058
u75733888,b12662265
u79864483,b65186311
u02573364,b06077214
u46767634,b93710862
u75487613,b59314206
u93937153,b38663263
u14012986,b23409338
u52249603,b82180436
u19492809,b52635939
u85845680,b07921431
u03886575,b89998976
u51032741,b85026378
u57773281,b48503704
u04495358,b93136817
u35584939,b16032301
u29223805,b87224232
u94402575,b71795419
u03895836,b93523667
u39077334,b01088063
u87893447,b68476558
u39921986,b53441791
u48496266,b26635076
u64626902,b70658479
u00907401,b51534700
u59053976,b90001762
u95724215,b50020691
u49980020,b68168001
u03987316,b31893168
u27737548,b64970267
u42825719,b36899220
u76838509,b22675743
u06850981,b09095900
u42816320,b68476558
u35516683,b35861091
u90326720,b14707141
u20302556,b66851465
u59121137,b68367444
u22440795,b05209726
u53054094,b39490905
u44138244,b09881661
u15398475,b64605172
u67445745,b59466274
u97529918,b25350833
u48573713,b91642401
u04724123,b60336915
u54484760,b60426035
u56006870,b00922666
u42962399,b61157997
u97056497,b19525351
u35551309,b95483876
u08498789,b48347158
u36979249,b18357212
u58050244,b87065906
u17515286,b46459760
u46080833,b30480948
u42169985,b39221237
u50782379,b98113891
u67270188,b28404351
u13279922,b97835600
u22590791,b88074029
u71509301,b82971846
u89002726,b38865246
u60843231,b91217345
u91528576,b50151753
u21324585,b00281097
u94451048,b95753926
u02622115,b21955595
u10910064,b08838697
u21788111,b29747745
u07367148,b08804125
u54664252,b64772735
u89523630,b44269041
u32100417,b73152433
u35262755,b12662265
u39607607,b06460625
u99308494,b59408116
u98317611,b84882132
u31126204,b60886127
u75618806,b02496364
u82225533,b51579390
u32405297,b17858813
u06713782,b68472435
u91782691,b32325384
u76366073,b08838697
u76916017,b73801617
u10623055,b08689304
u70432004,b03069081
u37017539,b01044726
u26051511,b58153631
u83655564,b26645495
u80330990,b17858813
u70886373,b87778693
u47122917,b72291563
u28197476,b41077741
u07992247,b50051606
u61188414,b85634699
u13601443,b59321156
u62231473,b54703448
u00994549,b34027661
u37693198,b55940643
u75886274,b32694596
u13074673,b84080527
u28537359,b88402447
u43401525,b38198191
u09941179,b80022444
u34286273,b23865940
u46273536,b43014130
u94887030,b13427551
u43175964,b11618942
u79821247,b72186649
u96930503,b00938263
u04760078,b95534698
u61651262,b11312993
u84821643,b27340674
u98987295,b44252165
u25392202,b99676843
u72407706,b74424455
u76602164,b05878569
u67298102,b34840706
u53583284,b57646752
u23192910,b36230688
u43294749,b54142059
u48428993,b18281034
u74313507,b52380102
u84899989,b11764474
u23986030,b88610780
u60002031,b43035382
u78676081,b35902192
u38116960,b09625409
u82727187,b65634205
u78356411,b51173598
u07492262,b68987424
u81220566,b77335595
u15197712,b81610266
u59082764,b52527840
u13735482,b89780411
u59218835,b00922666
u16823867,b13856177
u39352211,b56314680
u73896395,b40500894
u42634168,b50826263
u08193875,b73137861
u88620926,b30866344
u91619647,b62445625
u58458021,b34176018
u06312351,b41921685
u97258570,b04370727
u04840016,b10955523
u51052934,b41536700
u36913767,b19996077
u63928851,b99699446
u49636918,b42760236
u34766736,b00922666
u96634689,b76004258
u55029920,b03579425
u69343725,b39364863
u74735502,b44492109
u25229561,b21847001
u12671442,b88155649
u58712805,b22020750
u51291581,b47440746
u52677011,b88977997
u31966356,b75014098
u18071690,b55790672
u14356828,b10084799
u07363261,b55084308
u28870131,b13569585
u85058669,b67899181
u60916020,b67757186
u32769639,b71487354
u89596519,b77013518
u45580873,b83600589
u15613352,b44348436
u92605119,b51416416
u62454430,b16068282
u75844156,b70886093
u48828392,b51230890
u51784237,b78387229
u77003848,b45543948
u15769952,b28404351
u74814851,b46139196
u13698037,b87855346
u92779191,b88402447
u28264307,b18559335
u13345543,b79206706
u97929619,b99322116
u88356387,b62815615
u18912090,b08891219
u87479357,b07220477
u74994862,b94057368
u55174408,b25928278
u46161229,b89990908
u90197119,b19914003
u79047025,b17512492
u23179045,b16420855
u81383109,b29795443
u13873582,b17025078
u92295201,b48660225
u82520740,b03963892
u01025212,b68635780
u52014038,b74013993
u57914750,b24970833
u61466170,b51752826
u39977361,b43923033
u04844989,b08992773
u79850534,b31821168
u71676954,b42561901
u50400957,b49336528
u68695738,b21619698
u16646553,b01234509
u88880967,b01044726
u79758992,b15936929
u48609063,b87617165
u86784704,b26292227
u23991206,b46543712
u42331864,b03418966
u00323472,b88074029
u34932182,b71624942
u89022634,b45146512
u05281261,b05900663
u59128009,b85970513
u35158259,b47113181
u18375895,b15819504
u81848277,b11195772
u96122909,b69798435
u60563725,b93099714
u89373396,b02279077
u91316171,b78387229
u70264224,b44146138
u83343639,b94635451
u75054868,b33257343
u37279935,b57887702
u13111001,b42108015
u23752012,b89920521
u28012435,b12330869
u12468750,b73152433
u31400840,b34863275
u36414987,b32618030
u24718028,b62445625
u00994549,b99699446
u07372607,b53285572
u93432776,b59959672
u90794624,b59639781
u11754870,b04404993
u71270664,b80742104
u18123408,b33892919
u44354421,b37858382
u34211259,b99237372
u21338887,b55868517
u79868655,b85754258
u57773281,b19062444
u78843899,b03915428
u15428441,b64785607
u62998773,b28030093
u74906463,b89877062
u58473742,b41154256
u15815520,b18117157
u22022985,b49528341
u86820486,b30354244
u74443953,b97043167
u21834944,b44455793
u09199228,b32845425
u50393058,b10684109
u99026203,b49009050
u23651620,b21905595
u83349259,b54625646
u28713272,b10877513
u88953037,b11766441
u93960106,b57810416
u90285596,b89163374
u92164591,b15264361
u93655238,b08312296
u28452431,b80463874
u28666801,b27375555
u01391526,b45146512
u86764899,b90636304
u54362056,b17025078
u13256419,b35786131
u96205907,b06547200
u30446784,b81741213
u10460718,b70322971
u58929234,b55341336
u30694246,b56288571
u20126473,b35262586
u60191604,b75765563
u53631178,b71960148
u44137456,b13181326
u67319741,b55940643
u25472101,b80719906
u43577784,b36431820
u69651830,b58420390
u42509085,b16084580
u19502281,b92585934
u55281382,b44666390
u67404899,b61231141
u58583178,b78265050
u00910078,b67653683
u69275994,b56768710
u58756603,b22781055
u92931514,b33968198
u05118731,b82070080
u90195562,b36853499
u49474471,b25198642
u14467286,b92663525
u27510499,b26264633
u04466826,b74055787
u08229272,b35018560
u63742367,b01273379
u96111193,b01984238
u21725398,b78124419
u29596618,b61852520
u57751846,b76116518
u66847334,b71466677
u11463095,b13603836
u86483768,b34939711
u33521303,b98146198
u91657390,b71466677
u34952897,b94757773
u20960851,b54142059
u38013865,b77297808
u54513443,b30965021
u02938291,b16585984
u99571330,b22675743
u25368657,b91295615
u79469598,b20605983
u47894751,b26793811
u18196879,b48729675
u85002197,b54625646
u62056552,b54625646
u83319328,b34602192
u29136666,b49841552
u67336635,b99725777
u24385652,b02614173
u91966332,b43790224
u22886027,b45313266
u24280763,b21490203
u19502281,b61143677
u23463765,b59721260
u75641965,b21582476
u51471188,b52721084
u86687588,b23865940
u00740433,b78004845
u71270330,b82070080
u77994949,b20605983
u38076794,b56064300
u33349758,b82373488
u40499783,b01044726
u20513213,b32788771
u68718397,b88096580
u05492138,b61198472
u13325082,b31335239
u28888396,b63727602
u11660986,b52784796
u21426374,b81741213
u54511332,b00970631
u06850981,b55341336
u93572417,b70703021
u63123262,b09881661
u63531514,b06889171
u06547703,b61859663
u33473385,b46401393
u74622395,b92856381
u35138523,b81875514
u70750675,b33892919
u65679723,b58022695
u53563365,b76116518
u63492233,b07273597
u24016652,b91148045
u71269312,b87843774
u53520770,b47388512
u76539785,b95519692
u34283745,b23314824
u91196381,b84080527
u50968512,b17512492
u26967327,b16321096
u26780371,b51752826
u37866094,b89299159
u91469917,b55612594
u89546141,b12263396
u68292032,b70322971
u72620458,b86305885
u21019062,b51559041
u27370206,b69580917
u72029485,b34602192
u27882201,b26593480
u90282548,b35928263
u51855240,b07031913
u16066631,b59321156
u61957012,b46993805
u50699608,b34569269
u43074927,b18580250
u75902859,b28233100
u03868294,b36689450
u77553137,b24279722
u39475127,b38447817
u77179645,b23314824
u27075572,b30681353
u62442573,b69581551
u14705671,b96212031
u95104145,b08365948
u17984168,b59959672
u64705282,b27690118
u30840436,b21847001
u89446462,b84584185
u81519886,b26409277
u45444795,b46174462
u35967260,b06573812
u10525361,b36586988
u74970968,b63227558
u56807826,b00938263
u36211112,b66446492
u53064687,b01984238
u10843609,b85057528
u76114689,b00924613
u54484760,b33243827
u04468794,b37677655
u17514955,b99662916
u49284844,b09625409
u87912760,b61679104
u34672480,b39613295
u78854787,b07443470
u19441972,b10585734
u73275832,b81075262
u65679723,b33506410
u24729095,b50079803
u04376408,b04370727
u70244022,b26624392
u27921398,b57810416
u77923686,b81545339
u04983050,b48670437
u94277043,b20140367
u53430613,b39644348
u94650361,b63000420
u71452720,b87065906
u64004113,b16068282
u80503520,b40385213
u59963965,b82782944
u21378758,b02494348
u17814354,b05209726
u80127192,b44269041
u60284529,b93092890
u15201157,b10585734
u53039869,b61778533
u75326641,b09046358
u74802043,b57887702
u56257542,b59649550
u15836969,b78387229
u90206773,b78391921
u28279071,b93379589
u34661877,b07045167
u46635567,b13840585
u84777924,b17885469
u69695711,b25890735
u01309381,b20245077
u01232407,b00917230
u53210610,b44464018
u99407043,b78137337
u64442062,b26420301
u42759145,b91292868
u85815958,b19591103
u78897559,b96212031
u79739397,b52721084
u30215661,b42417554
u93719350,b87557415
u81046881,b15819504
u36863905,b35155791
u49150688,b41385722
u98499902,b87855346
u21281399,b68043338
u26214094,b12662265
u42909359,b32516829
u41103923,b13922805
u02630029,b94610554
u92130214,b26063654
u90622224,b28674184
u79619074,b64549800
u33260322,b66345658
u25927967,b65610579
u26007463,b75370376
u69845044,b50714877
u38771443,b54643661
u55519814,b58549702
u60967576,b68647752
u44549526,b28525537
u71805922,b67394741
u26606051,b49631335
u39236731,b51559041
u56947357,b08592601
u18864915,b96804070
u80875314,b27690118
u45987949,b16767703
u79824866,b34602192
u96700459,b76508308
u14760151,b76508308
u58715931,b75947496
u71544283,b47790806
u42420778,b73753781
u02823247,b54643661
u63360526,b84226882
u85488687,b01740517
u49166019,b11764474
u44804548,b47081923
u73691567,b03579425
u42026778,b56416268
u55864310,b68137204
u88031388,b89620765
u21879543,b99699446
u79340792,b69919248
u86899435,b87132803
u74443953,b08130013
u25538730,b63573768
u13896085,b92602460
u50497899,b95941318
u25342489,b36431820
u96136424,b58713277
u55867776,b25191513
u36920443,b62766031
u34737050,b90319078
u79065824,b52380102
u70236258,b60243940
u45117025,b51752826
u60064537,b13427551
u41393840,b78940450
u79053849,b62445625
u52067368,b64178140
u32831961,b98483501
u49312594,b24832848
u99407043,b32302616
u43903427,b38723662
u03169532,b08838697
u53897078,b28387076
u53062642,b44146138
u49707154,b45882851
u24261566,b28098532
u80230821,b87264890
u85719016,b43121469
u23841362,b02307143
u24385652,b28755023
u47474109,b01044726
u35849937,b60336915
u70832264,b15242087
u27250568,b49242556
u42648510,b83599837
u44358415,b14456610
u36150583,b60345537
u39275164,b33968198
u26216238,b48770911
u35162277,b63962796
u35153929,b02250808
u71813331,b19577376
u25988271,b70679569
u42081551,b10577741
u65270793,b63727602
u66268330,b60886127
u23199804,b55940643
u44080968,b72291563
u06278863,b41874743
u70765101,b02614173
u61456301,b47104444
u05113741,b64909655
u85309297,b82677507
u47474109,b08093104
u10260242,b93103885
u93960106,b88080702
u28006239,b34561821
u63126358,b08130013
u66560396,b91878953
u04567960,b21675182
u05315483,b65418363
u36913601,b51944772
u61622701,b96175435
u21596203,b44826207
u01035411,b57005875
u51806041,b65810498
u04019014,b27225696
u38406843,b08490713
u86566884,b28589919
u66523353,b84234356
u58282039,b60892598
u41393840,b55985567
u63237719,b66345658
u31605729,b41461259
u51559840,b75085768
u61343001,b63962796
u17631365,b59649550
u07740125,b96175435
u40381594,b22347248
u51291581,b30229103
u48791118,b31946553
u49391454,b12932469
u03190526,b43187146
u48428993,b90005096
u61356112,b02455633
u28702501,b81895030
u66861592,b41411777
u28030770,b39234188
u52039005,b89112518
u70151931,b08312296
u86619616,b29960617
u96465091,b70886093
u20355367,b15819504
u43057400,b27435998
u54378897,b62445625
u85200755,b13034223
u26148935,b74306227
u10643901,b87855346
u95268143,b69655340
u71139794,b42574427
u66734315,b95478521
u15704027,b26793811
u52762891,b16415924
u06795374,b59171338
u25605904,b08093104
u76024486,b26793811
u89176645,b82373488
u67319876,b13427551
